distance
1.0169
1.44797
1.09539
1.29091
1.05167
0.67128
0.90426
1.0571
0.84328
1.36735
0.85311
1.51574
1.04857
1.23075
1.05052
0.6874
0.98347
0.83025
0.99409
0.83563
0.67418
1.19515
1.43964
1.1835
0.88081
0.829
0.628
1.22374
0.98384
1.05095
1.05988
0.8373
0.68065
1.3774
1.23315
1.00155
1.37064
1.15775
1.21262
1.52238
1.44162
1.19592
1.02716
0.68425
0.88904
1.07577
1.03613
1.11482
1.39036
1.0117
0.68844
0.83891
0.86297
0.89492
0.84358
1.02594
1.42281
1.21354
1.03554
0.68717
0.85897
0.62324
1.06554
0.77746
1.19864
1.09023
0.8349
1.22293
0.88243
1.21839
1.0706
1.19461
1.0106
0.68954
1.39834
1.25201
0.68249
0.82908
0.83391
1.39648
1.01479
1.02501
1.06179
1.0428
1.10807
1.15829
1.01332
1.01021
1.2271
1.05596
0.83216
0.83297
1.24895
1.07468
1.2288
1.10046
0.84601
0.99121
0.68313
0.66447
