distance
1.6322
1.75594
1.67358
1.74276
1.94793
1.66404
1.82951
1.90884
1.52117
1.52834
1.73064
1.7945
1.61492
1.52223
1.54366
1.99672
1.56693
1.62418
1.73626
1.29845
1.98443
1.62905
1.66964
1.69073
1.66901
1.67104
1.86377
1.72327
1.94414
1.62851
1.58617
1.60412
1.71751
1.93206
1.73057
1.7767
1.68561
1.64765
1.64548
1.78779
1.76869
1.7729
1.75627
1.73182
1.77737
1.79904
1.59303
1.43742
1.83035
1.78829
1.56927
1.54154
1.84747
1.66884
1.47425
1.66161
1.80417
1.90434
1.75796
1.53582
1.4084
1.62087
1.84511
1.60889
1.86148
1.71626
1.87131
1.76705
1.76015
1.68622
1.84465
1.79123
1.90462
1.83298
1.56506
1.7796
1.60878
1.71509
1.46718
1.66995
1.64217
1.54365
1.53701
1.74476
1.82189
1.73086
1.63781
1.7851
1.64383
1.82592
1.7418
1.74914
1.73987
1.48442
1.48131
1.80612
1.92089
1.89416
1.75355
1.51121
