distance
1.45563
1.06781
1.44308
1.35862
1.19969
1.01921
1.10612
0.86449
1.69818
1.19638
0.89992
1.11708
1.40099
1.03094
1.25961
1.1889
1.32177
0.9888
1.4014
0.88923
1.25587
0.97833
0.75442
0.85799
1.09911
1.15037
1.18504
1.2149
1.40925
1.30993
1.13772
1.23536
1.18654
1.23478
0.95811
1.0496
1.18198
1.24058
1.37475
0.93238
1.07332
1.03267
1.57541
1.09926
1.31109
1.19789
1.41718
1.12055
1.22033
1.37282
1.45011
1.34565
1.20865
1.45809
1.31305
1.28295
1.10278
1.43278
1.22556
0.88008
1.25213
1.15174
1.33646
1.41657
1.08751
1.08956
1.22683
1.35703
1.1481
1.5905
0.78199
1.1757
1.10873
1.10906
0.88335
1.12953
1.38328
1.26518
1.53869
1.42885
0.91797
1.27346
1.30386
1.09606
1.2453
1.02185
1.10365
1.55618
1.00258
0.87696
1.23987
1.08063
1.25658
1.30594
1.69093
1.23395
1.04044
1.58216
1.17907
1.28004
