distance
1.04131
0.65235
1.03223
0.93802
1.06595
1.02432
0.95028
0.99822
1.05071
1.09778
0.90114
1.01959
0.98005
0.6393
1.08148
1.0438
1.09275
1.12817
0.96249
1.00238
1.00125
0.93244
1.07505
0.8827
0.70876
0.97891
1.10142
0.6025
1.07363
1.06197
1.02085
0.92959
0.60724
0.94933
1.11811
1.08935
1.09741
1.05506
1.02343
1.06723
1.04645
0.99631
1.07553
1.07942
0.98608
1.06233
1.09674
1.08009
0.97035
0.91551
1.09694
1.01009
1.06214
1.07408
1.00134
1.11615
0.64135
1.06041
0.96309
1.01046
1.04754
1.03266
0.96401
1.07755
0.9499
1.08068
1.07638
0.92275
1.03945
1.03705
1.09925
1.08464
0.56461
1.00151
0.62598
0.97606
1.043
1.00175
0.9174
1.03182
1.10688
1.02057
1.02218
1.06764
0.72563
0.92041
1.01542
1.0965
1.08857
0.9864
1.08872
1.04546
0.97119
1.07286
1.02447
0.95927
0.96142
1.06228
1.07958
0.975
