distance
0.3904
0.6468
0.47372
0.49564
0.71944
0.65493
0.57545
0.57041
0.55635
0.58358
0.37733
0.37746
0.70554
0.58304
0.61679
0.45899
0.68087
0.53637
0.50491
0.6766
0.55542
0.51983
0.59092
0.51293
0.44929
0.47221
0.57764
0.63278
0.59226
0.50155
0.36936
0.66772
0.63788
0.6837
0.55539
0.45344
0.54914
0.47429
0.59069
0.47607
0.7229
0.76826
0.60181
0.65461
0.5974
0.62601
0.60875
0.67921
0.65337
0.57426
0.65889
0.68612
0.60488
0.69936
0.5596
0.62476
0.63765
0.37787
0.6057
0.57845
0.54539
0.44929
0.52672
0.61717
0.46499
0.68788
0.64292
0.58595
0.45268
0.61493
0.52017
0.62083
0.55573
0.49871
0.62963
0.63331
0.64247
0.56292
0.49743
0.67621
0.68746
0.49682
0.51324
0.58225
0.56269
0.62208
0.41702
0.39971
0.56132
0.58305
0.63399
0.41057
0.63132
0.49795
0.50438
0.71971
0.48054
0.65774
0.50479
0.61679
