distance
1.42983
1.80392
1.64568
1.64095
1.86543
2.03316
1.82195
1.91459
1.9282
1.67362
1.76196
1.75412
1.62661
1.80197
1.74032
1.763
1.67851
1.6989
1.88554
1.95807
1.41503
1.39105
1.50867
1.85506
1.80918
1.55123
1.7126
1.78322
2.0484
1.84946
2.07525
1.94448
1.2954
2.03283
1.9196
1.82599
1.48687
1.61999
1.96224
1.82133
1.63617
1.77926
1.72675
1.96472
1.70666
1.89957
1.75647
1.82016
2.0457
1.82831
1.51431
1.72925
1.95225
1.92801
1.64222
1.72822
1.68942
1.94062
1.92397
1.46808
1.92135
1.8439
1.79369
1.51848
1.54989
1.68623
1.78438
1.32288
1.81186
1.92624
1.60182
2.23134
1.77501
1.70262
1.79869
1.95871
1.62532
1.53243
1.46826
1.78678
1.48328
1.72169
1.57307
1.54128
1.6788
1.38095
1.80785
1.70277
1.66855
1.77857
1.688
1.92451
1.64208
1.89019
1.89837
1.81325
1.46509
1.63559
1.8903
1.9572
