distance
1.41026
1.36452
1.22207
1.27603
1.19463
1.30092
0.99042
1.25126
1.18664
1.11134
1.01587
1.1637
1.46171
1.115
1.15414
1.16859
1.08108
1.18234
1.18493
1.20219
1.06371
0.91901
1.22366
0.85205
1.12313
1.35389
1.00223
1.23782
1.15538
1.36536
1.38263
1.64172
1.3153
1.17277
1.27387
1.01422
1.87276
1.09407
1.21194
1.12789
1.69723
0.78779
1.08462
1.24431
1.79841
1.80423
1.27824
1.51233
1.28842
1.46829
1.25144
1.47574
1.12771
1.13513
1.66639
1.25049
1.2355
1.11229
1.08242
0.84984
1.23805
1.22001
1.13254
1.39369
0.82383
1.29434
1.43684
1.15062
1.18925
1.26353
1.45443
1.39719
1.5012
1.04017
1.30201
1.03913
1.5859
1.07259
1.45493
0.99044
1.23906
1.19629
1.13489
0.99397
1.13301
1.26511
1.53127
1.66046
1.20391
1.48035
1.04642
0.9736
1.53604
1.33219
1.70908
1.23699
1.64267
1.05223
1.16132
1.47912
